Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-08-18,60,Non-binary,United States,Florida,No,Yes,No,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,No,Very difficult,Yes,Yes,Yes,No,No,Yes,No,Yes,
2014-01-07,50,Female,Canada,Not applicable,No,Yes,No,Often,500-1000,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,Yes,No,No,Don't know,Yes,
2014-06-23,21,Male,United States,Illinois,No,Yes,Yes,Often,100-500,No,Yes,Yes,Don't know,No,Yes,Yes,Very easy,Yes,No,No,No,No,No,No,No,
2014-05-21,18,Female,Other,Not applicable,No,Yes,No,Sometimes,1-5,No,Yes,Yes,Don't know,Yes,No,No,Very easy,Yes,No,Some of them,Yes,No,Yes,Yes,Yes,
2014-06-17,21,Male,United States,California,No,No,No,Never,1000+,No,Yes,Yes,No,Yes,Yes,No,Somewhat easy,No,No,No,Some of them,No,No,Yes,Don't know,
2014-06-19,18,Female,Canada,Not applicable,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,Yes,Don't know,No,Very easy,Yes,Don't know,No,No,No,Yes,No,No,
2014-10-10,18,Other,United Kingdom,Not applicable,No,Yes,Yes,Often,6-25,Yes,No,Yes,No,No,Don't know,No,Very difficult,Yes,No,Yes,Yes,Yes,Maybe,Yes,Yes,
2014-05-02,55,Female,Other,Not applicable,No,No,No,Often,6-25,Yes,No,No,Don't know,Yes,Yes,Yes,Somewhat difficult,No,Yes,Yes,No,No,Yes,Yes,No,
2014-07-13,18,Non-binary,United States,New York,No,Yes,No,Sometimes,500-1000,Yes,Yes,Don't know,Yes,No,Yes,No,Somewhat difficult,No,Yes,Yes,Some of them,No,Maybe,No,Yes,
2014-01-05,30,Male,United States,Florida,No,Yes,No,Sometimes,500-1000,Yes,No,Yes,No,No,No,Yes,Somewhat easy,No,Don't know,Yes,No,Maybe,Maybe,No,Yes,
2014-01-29,60,Female,United States,California,No,Yes,No,Sometimes,500-1000,No,Yes,Don't know,No,No,No,No,Somewhat easy,Don't know,No,No,No,No,No,No,No,
2014-06-14,40,Female,United States,Texas,No,Yes,No,Sometimes,1000+,Yes,No,Don't know,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,No,No,Yes,Don't know,Don't know,
2014-12-05,45,Male,United States,Pennsylvania,No,Yes,No,Often,26-100,Yes,Yes,Don't know,Don't know,No,Yes,No,Very difficult,No,No,No,No,Yes,No,No,Yes,
2014-05-16,21,Non-binary,Germany,Not applicable,No,No,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,Some of them,Yes,Yes,No,No,
2014-12-31,40,Male,United States,Pennsylvania,No,No,No,Sometimes,500-1000,No,No,No,Yes,Don't know,Yes,Don't know,Somewhat easy,Don't know,Don't know,No,Some of them,Maybe,Maybe,Don't know,No,
2014-11-17,45,Female,United States,Texas,No,No,No,Rarely,1000+,No,No,No,No,No,Don't know,Don't know,Somewhat easy,No,Yes,Yes,No,No,No,Yes,Yes,
2014-12-08,60,Female,France,Not applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,Don't know,No,Very easy,Yes,No,No,No,Yes,Maybe,No,No,
2014-05-25,60,Female,United States,Florida,No,Yes,No,Sometimes,1000+,Yes,Yes,Yes,Yes,No,No,No,Very easy,Yes,No,Yes,No,No,No,Don't know,No,
2014-11-23,21,Male,United States,Illinois,No,Yes,No,Rarely,6-25,Yes,Yes,No,Yes,No,Don't know,Yes,Somewhat difficult,No,Yes,No,No,No,No,No,Yes,
2014-08-05,21,Male,United States,Massachusetts,No,No,No,Often,500-1000,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Somewhat difficult,Don't know,No,Yes,Some of them,Maybe,No,No,Don't know,
2014-10-28,60,Male,Other,Not applicable,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat easy,Yes,No,Yes,No,Yes,Yes,No,No,
2014-05-12,45,Non-binary,United States,Pennsylvania,No,No,No,Often,1000+,No,Yes,Yes,No,Don't know,No,Don't know,Very difficult,Yes,No,No,No,No,No,No,Yes,
2014-10-19,18,Male,Netherlands,Not applicable,No,No,Yes,Never,1-5,No,No,No,No,No,No,Yes,Somewhat difficult,Don't know,No,Some of them,Yes,No,No,Yes,Don't know,
2014-03-11,50,Male,Australia,Not applicable,No,No,Yes,Sometimes,1-5,No,Yes,Yes,No,No,No,Yes,Somewhat easy,Don't know,No,No,No,Maybe,Maybe,Don't know,Yes,
2014-09-09,65,Female,United States,Massachusetts,Yes,No,No,Rarely,1-5,No,Yes,No,Don't know,Yes,Don't know,Don't know,Very easy,Yes,No,Some of them,Some of them,Maybe,No,Don't know,Don't know,
2014-10-02,25,Male,Other,Not applicable,No,Yes,No,Often,100-500,No,Yes,Don't know,No,No,Don't know,No,Very difficult,Yes,No,No,No,No,Maybe,Don't know,Yes,
2014-12-30,65,Male,United States,Texas,Yes,Yes,No,Never,500-1000,Yes,Yes,Yes,No,No,No,Yes,Somewhat difficult,No,No,No,Yes,No,Maybe,No,No,
2014-07-01,40,Male,United States,Massachusetts,Yes,Yes,Yes,Sometimes,1000+,No,Yes,No,No,Yes,No,Yes,Very easy,Yes,No,No,Yes,No,No,Yes,Yes,
2014-06-16,55,Non-binary,France,Not applicable,No,No,No,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Yes,No,Somewhat difficult,Don't know,No,Some of them,No,No,Yes,Yes,No,
2014-04-01,40,Male,India,Not applicable,No,Yes,Yes,Rarely,1-5,No,No,Yes,No,Don't know,Yes,Yes,Somewhat easy,Yes,Yes,Yes,Some of them,Maybe,No,Don't know,Yes,
2014-07-21,55,Male,Germany,Not applicable,No,Yes,No,Often,26-100,Yes,No,No,Don't know,No,No,No,Very difficult,Yes,Don't know,Yes,Some of them,Maybe,No,No,Yes,
2014-12-12,45,Male,United States,Washington,No,No,No,Often,1-5,Yes,Yes,Don't know,Yes,No,No,No,Don't know,Yes,No,Yes,Some of them,Yes,Yes,Yes,Yes,
2014-01-19,55,Male,Canada,Not applicable,No,Yes,No,Rarely,500-1000,No,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Don't know,No,No,Yes,Yes,No,Don't know,
2014-02-08,21,Male,Australia,Not applicable,No,No,Yes,Never,1000+,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,Yes,Don't know,Some of them,No,No,Maybe,No,Yes,
2014-05-06,50,Male,United States,Florida,No,No,Yes,Rarely,1000+,Yes,No,Yes,Yes,No,No,Don't know,Very easy,Yes,No,Yes,No,No,Yes,No,No,
2014-06-22,50,Male,United States,California,No,Yes,No,Rarely,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,No,No,No,No,Yes,No,No,No,
2014-05-21,21,Female,United States,Florida,No,Yes,Yes,Often,1-5,Yes,Yes,No,Don't know,No,No,No,Very difficult,Yes,No,Some of them,No,No,No,No,Don't know,
2014-08-30,30,Male,United States,New York,No,Yes,No,Often,26-100,No,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,Don't know,No,No,No,Maybe,No,Don't know,Yes,
2014-08-08,65,Female,Netherlands,Not applicable,No,No,No,Never,100-500,No,No,Yes,No,No,Yes,No,Somewhat difficult,Yes,Don't know,No,No,Yes,No,Yes,Don't know,
2014-05-06,45,Prefer not to say,Canada,Not applicable,No,No,Yes,Sometimes,1000+,No,Yes,No,No,Yes,Yes,Don't know,Very difficult,No,No,Some of them,Yes,No,No,Yes,Yes,
2014-02-27,65,Female,Other,Not applicable,No,No,No,Sometimes,6-25,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Very easy,Yes,Yes,No,Yes,Yes,No,No,No,
2014-05-28,30,Female,United States,Illinois,No,No,No,Never,6-25,No,No,Yes,No,No,Don't know,No,Very easy,Yes,No,No,Some of them,Yes,Yes,Don't know,No,
2014-11-13,30,Male,India,Not applicable,Yes,No,Yes,Rarely,500-1000,Yes,No,No,Don't know,No,Yes,No,Somewhat difficult,No,Don't know,Yes,Some of them,No,Maybe,No,Yes,
2014-12-27,40,Male,United States,Illinois,No,Yes,Yes,Rarely,500-1000,Yes,Yes,No,Yes,No,Yes,Don't know,Very difficult,No,No,Yes,No,Yes,No,No,Yes,
2014-01-01,60,Male,United States,Florida,Yes,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Don't know,No,Don't know,Very difficult,No,No,No,Yes,Maybe,No,No,Yes,
2014-12-14,40,Male,United States,Texas,No,No,No,Sometimes,1000+,No,Yes,No,No,Yes,No,Don't know,Somewhat difficult,No,No,No,Some of them,Maybe,No,No,Yes,
2014-07-09,60,Non-binary,United States,Texas,No,Yes,No,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,Yes,No,Very difficult,No,No,Some of them,No,No,Yes,Don't know,Don't know,
2014-07-10,25,Female,United Kingdom,Not applicable,No,Yes,Yes,Never,1000+,Yes,Yes,Don't know,No,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,Yes,
2014-11-08,55,Male,Other,Not applicable,No,No,Yes,Often,26-100,No,Yes,No,No,No,Don't know,Yes,Very easy,Don't know,No,Some of them,No,No,No,No,Don't know,
2014-04-27,60,Male,India,Not applicable,No,No,No,Sometimes,6-25,Yes,No,Yes,Yes,No,No,Yes,Very difficult,No,No,Yes,No,Yes,Yes,No,Yes,
2014-05-14,65,Female,United States,Washington,No,No,No,Often,26-100,No,No,Yes,No,Yes,No,Yes,Very easy,Don't know,No,Some of them,No,No,Maybe,Yes,Don't know,
2014-02-27,21,Male,United States,Washington,No,No,No,Rarely,6-25,No,Yes,No,Yes,No,No,Yes,Somewhat easy,Don't know,No,No,Some of them,No,No,No,No,
2014-02-13,40,Male,United States,Illinois,No,Yes,No,Often,100-500,No,Yes,No,Yes,Yes,Yes,No,Somewhat easy,Yes,No,No,Yes,No,No,No,No,
2014-06-22,45,Non-binary,United Kingdom,Not applicable,Yes,No,Yes,Often,500-1000,Yes,Yes,No,Don't know,Yes,Yes,Don't know,Somewhat easy,Yes,No,No,Yes,Yes,No,No,Yes,
2014-06-09,55,Male,Australia,Not applicable,No,Yes,No,Rarely,100-500,Yes,Yes,No,No,Don't know,No,No,Somewhat easy,No,Yes,Yes,Yes,No,Yes,Yes,No,
2014-06-22,25,Male,Other,Not applicable,No,Yes,No,Rarely,500-1000,No,Yes,No,Don't know,No,Don't know,No,Very easy,No,No,Yes,No,Maybe,No,Don't know,Yes,
2014-11-13,60,Male,United States,Washington,No,No,Yes,Often,100-500,No,Yes,Don't know,No,No,Yes,No,Somewhat easy,No,No,Some of them,Yes,No,Yes,No,Yes,
2014-10-30,25,Non-binary,United Kingdom,Not applicable,No,Yes,No,Sometimes,1-5,Yes,No,No,Yes,Yes,Don't know,No,Very easy,No,No,No,Yes,Maybe,No,No,No,
2014-05-29,45,Male,Canada,Not applicable,No,No,No,Often,1000+,Yes,Yes,Yes,No,No,Yes,No,Somewhat difficult,Yes,No,No,Yes,Maybe,No,Yes,No,
2014-03-21,30,Male,Germany,Not applicable,No,Yes,No,Sometimes,1000+,Yes,No,Don't know,No,No,Yes,Don't know,Very difficult,Yes,Yes,No,Yes,No,Maybe,No,Yes,
2014-08-01,50,Male,United Kingdom,Not applicable,No,No,Yes,Sometimes,1-5,No,No,Yes,Don't know,Don't know,Yes,No,Very difficult,Yes,No,Some of them,No,No,No,Don't know,No,
2014-07-22,45,Male,India,Not applicable,No,Yes,No,Never,100-500,No,Yes,No,Yes,Don't know,Yes,No,Very difficult,No,No,No,Yes,No,Yes,No,No,
2014-09-09,35,Male,Germany,Not applicable,No,No,No,Rarely,500-1000,Yes,Yes,Don't know,Don't know,No,Don't know,No,Somewhat easy,No,No,No,No,Yes,Maybe,No,Yes,
2014-08-17,45,Female,United States,Pennsylvania,No,No,No,Often,6-25,No,No,No,Don't know,No,No,Don't know,Somewhat difficult,Yes,No,Yes,No,No,No,Yes,No,
2014-06-13,25,Male,Australia,Not applicable,Yes,Yes,Yes,Rarely,100-500,No,No,No,No,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,No,No,No,
2014-08-15,21,Non-binary,United States,Pennsylvania,No,Yes,Yes,Never,100-500,No,Yes,Yes,Don't know,No,Don't know,No,Very easy,Yes,Don't know,Some of them,No,No,Yes,Don't know,Yes,
2014-05-27,40,Male,India,Not applicable,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,No,Somewhat difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,
2014-01-20,21,Male,Canada,Not applicable,No,Yes,No,Sometimes,6-25,Yes,Yes,Yes,Don't know,No,No,No,Somewhat difficult,No,No,No,Some of them,No,Maybe,Don't know,No,
2014-02-16,25,Male,United Kingdom,Not applicable,No,No,Yes,Rarely,500-1000,Yes,No,No,No,Yes,Don't know,Don't know,Very difficult,Yes,Don't know,No,Yes,No,No,Don't know,No,
2014-08-21,40,Male,Other,Not applicable,No,No,No,Rarely,26-100,No,Yes,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,No,Yes,Maybe,Don't know,Yes,
2014-11-01,35,Male,Netherlands,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,No,Don't know,Yes,Don't know,No,Very easy,Don't know,Don't know,No,No,No,Yes,Don't know,No,
2014-01-14,50,Male,France,Not applicable,No,Yes,No,Never,500-1000,No,No,Yes,No,No,No,Don't know,Very difficult,Don't know,Yes,No,Yes,No,Maybe,Yes,Yes,
2014-05-23,55,Male,United Kingdom,Not applicable,No,Yes,No,Sometimes,500-1000,Yes,Yes,Yes,No,No,Don't know,No,Somewhat difficult,Yes,No,No,Yes,No,No,Don't know,Yes,
2014-01-01,65,Male,India,Not applicable,No,No,No,Rarely,26-100,Yes,Yes,No,No,No,No,No,Very difficult,No,No,Yes,No,No,Yes,Yes,Yes,
2014-02-23,25,Male,United Kingdom,Not applicable,No,Yes,Yes,Often,1000+,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,No,Yes,Some of them,No,No,No,Yes,Don't know,
2014-09-16,60,Female,Netherlands,Not applicable,Yes,No,Yes,Often,500-1000,No,No,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,No,No,No,Yes,No,
2014-05-24,25,Non-binary,Canada,Not applicable,No,No,No,Sometimes,26-100,Yes,Yes,No,Don't know,No,Yes,No,Very easy,No,No,Some of them,No,Yes,Yes,Yes,Yes,
2014-01-12,25,Male,Other,Not applicable,Yes,Yes,No,Rarely,100-500,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,Yes,Yes,No,Yes,
2014-11-26,40,Male,Other,Not applicable,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Don't know,Very easy,Yes,Don't know,Some of them,No,No,Yes,No,Yes,
2014-08-12,18,Male,India,Not applicable,No,No,No,Rarely,26-100,Yes,Yes,Don't know,Yes,Don't know,Don't know,No,Somewhat easy,No,Yes,No,No,No,Yes,Yes,Yes,
2014-09-29,45,Male,United States,California,No,No,Yes,Rarely,100-500,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,No,Yes,Yes,No,No,
2014-12-24,18,Male,United States,Washington,No,Yes,Yes,Often,500-1000,Yes,Yes,Don't know,No,Yes,No,No,Don't know,Yes,No,No,Some of them,No,Yes,No,No,
2014-06-05,35,Female,France,Not applicable,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,No,No,No,Very difficult,Yes,No,Yes,No,Yes,Yes,No,Don't know,
2014-01-08,60,Male,United States,California,No,No,No,Often,500-1000,No,No,Yes,Don't know,Don't know,Don't know,Yes,Somewhat difficult,No,No,No,Some of them,No,Maybe,Yes,Don't know,
2014-05-02,50,Male,France,Not applicable,No,No,Yes,Never,100-500,No,No,Don't know,No,No,Yes,Yes,Very easy,Yes,No,Some of them,No,No,No,Yes,No,
2014-12-14,30,Female,Canada,Not applicable,No,No,Yes,Never,6-25,No,Yes,Yes,Yes,Don't know,No,No,Somewhat easy,Yes,Yes,No,No,No,Yes,Yes,Yes,
2014-06-13,35,Male,Canada,Not applicable,No,No,Yes,Often,100-500,No,Yes,No,Don't know,No,Don't know,No,Somewhat difficult,Yes,No,Some of them,No,Yes,Maybe,Yes,Yes,
2014-03-31,30,Female,Other,Not applicable,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,No,Don't know,No,No,Very easy,Yes,Don't know,Yes,No,Maybe,No,No,No,
2014-05-16,30,Male,Germany,Not applicable,No,No,No,Sometimes,500-1000,No,No,Don't know,No,Yes,No,No,Very difficult,No,No,Yes,No,Maybe,No,No,Yes,
2014-07-05,50,Male,United Kingdom,Not applicable,No,Yes,Yes,Sometimes,500-1000,No,Yes,Don't know,No,Yes,No,No,Don't know,Yes,No,No,Some of them,No,No,Yes,No,
2014-11-12,21,Male,United Kingdom,Not applicable,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Don't know,Don't know,Don't know,No,Somewhat easy,Yes,Yes,Yes,No,No,No,No,Don't know,
2014-06-27,18,Male,United States,Washington,No,No,No,Sometimes,1000+,Yes,Yes,No,No,Don't know,No,No,Somewhat difficult,Yes,Yes,Yes,Yes,Maybe,Yes,No,Don't know,
2014-01-28,25,Other,Australia,Not applicable,No,No,Yes,Never,6-25,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,
2014-08-08,55,Male,United States,Illinois,No,No,No,Sometimes,26-100,No,Yes,Yes,No,Yes,Don't know,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,Yes,
2014-12-23,30,Other,Other,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,Don't know,Yes,Yes,No,Don't know,Very easy,Yes,Don't know,Yes,No,No,No,Don't know,No,
2014-02-10,60,Male,Netherlands,Not applicable,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,No,No,No,No,No,
2014-08-16,35,Male,United States,Illinois,No,No,No,Sometimes,500-1000,Yes,No,No,No,Yes,Don't know,Don't know,Somewhat difficult,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,
2014-07-11,21,Male,India,Not applicable,No,Yes,Yes,Never,1-5,No,Yes,No,Yes,Don't know,Yes,No,Somewhat difficult,Yes,No,No,No,Maybe,No,Don't know,No,
2014-05-25,30,Male,United Kingdom,Not applicable,No,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,Yes,No,No,No,No,
2014-07-20,21,Non-binary,United States,California,No,Yes,No,Never,26-100,No,Yes,Don't know,Yes,No,No,No,Somewhat difficult,Yes,No,No,Yes,No,Maybe,No,Yes,
2014-07-31,21,Male,Other,Not applicable,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,No,No,Don't know,No,Somewhat difficult,No,No,No,No,No,Yes,No,Yes,
2014-08-08,30,Male,United States,Florida,Yes,Yes,No,Never,1000+,No,Yes,No,Don't know,No,Yes,No,Very difficult,No,No,Yes,No,No,Maybe,No,Don't know,
2014-08-28,40,Male,United States,Illinois,No,No,No,Sometimes,500-1000,Yes,Yes,Don't know,Don't know,No,No,No,Don't know,Don't know,No,No,No,Yes,No,Yes,No,
2014-02-15,45,Male,United Kingdom,Not applicable,No,No,No,Never,6-25,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Very difficult,Yes,Yes,Some of them,Some of them,No,No,Yes,Yes,
2014-02-04,60,Male,United Kingdom,Not applicable,No,No,No,Sometimes,100-500,No,Yes,Yes,No,No,Yes,No,Very difficult,Yes,Yes,Yes,Yes,Maybe,No,Don't know,No,
2014-09-10,25,Male,Germany,Not applicable,No,No,No,Often,1-5,No,Yes,No,Don't know,No,Yes,No,Somewhat difficult,Yes,Yes,No,No,No,Yes,Don't know,No,
2014-03-23,25,Female,India,Not applicable,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat difficult,No,No,Yes,No,No,Maybe,Yes,Don't know,
2014-09-13,60,Male,Germany,Not applicable,No,Yes,Yes,Never,1000+,No,No,Yes,No,Don't know,Yes,Don't know,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,
2014-07-16,40,Male,Germany,Not applicable,No,Yes,No,Rarely,100-500,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Yes,No,No,No,No,No,No,Don't know,
2014-10-30,25,Male,United States,Florida,No,No,No,Sometimes,6-25,No,Yes,No,Yes,No,Yes,No,Very difficult,Yes,No,No,No,No,Yes,Yes,Yes,
2014-01-10,21,Male,United States,Texas,No,Yes,No,Often,100-500,No,Yes,Don't know,Don't know,No,No,Yes,Very difficult,Yes,No,Yes,No,No,No,No,No,
2014-11-08,50,Prefer not to say,United States,Pennsylvania,No,No,No,Never,6-25,Yes,Yes,Don't know,Don't know,Yes,No,No,Somewhat difficult,Don't know,No,Yes,Some of them,No,No,No,No,
2014-10-13,35,Male,United States,California,No,No,No,Often,100-500,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,Don't know,Some of them,No,Yes,Maybe,No,Yes,
2014-08-30,18,Male,United Kingdom,Not applicable,Yes,No,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,No,Very easy,No,No,Some of them,Some of them,Yes,No,Don't know,Yes,
2014-09-08,25,Male,United States,Massachusetts,No,No,No,Sometimes,26-100,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,Don't know,Some of them,No,No,Maybe,Yes,Don't know,
2014-12-31,60,Male,United States,Illinois,No,Yes,No,Often,1000+,No,Yes,Yes,Yes,No,Don't know,No,Somewhat easy,No,No,No,Yes,Yes,No,No,No,
2014-01-05,50,Male,United States,New York,No,Yes,No,Sometimes,100-500,No,Yes,Don't know,No,No,Yes,No,Somewhat difficult,Yes,No,No,No,Maybe,Yes,No,Yes,
2014-04-29,30,Other,Other,Not applicable,Yes,No,Yes,Often,1000+,Yes,No,Yes,No,Yes,No,No,Don't know,No,No,No,Yes,Yes,Yes,No,Yes,
2014-10-16,45,Female,Other,Not applicable,No,Yes,No,Rarely,500-1000,Yes,No,Yes,Yes,Don't know,Yes,No,Very easy,Yes,Yes,Yes,No,No,No,Yes,Yes,
2014-03-06,60,Prefer not to say,Germany,Not applicable,No,No,Yes,Sometimes,500-1000,Yes,Yes,No,Don't know,Yes,No,Don't know,Somewhat difficult,Yes,Don't know,No,No,No,Yes,No,Yes,
2014-05-26,21,Male,Other,Not applicable,No,Yes,No,Sometimes,100-500,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,Yes,No,No,No,No,Don't know,Don't know,
2014-08-12,45,Male,Australia,Not applicable,Yes,No,No,Rarely,1-5,No,Yes,Yes,Yes,No,Yes,No,Don't know,No,No,Yes,Yes,No,Yes,Yes,No,
2014-08-27,35,Male,Germany,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,No,Yes,No,No,Yes,Very difficult,No,No,Some of them,No,No,No,No,Don't know,
2014-06-26,35,Male,United States,Texas,No,No,No,Rarely,100-500,No,Yes,Yes,No,No,Yes,Yes,Somewhat easy,No,Yes,Yes,Yes,No,No,Don't know,Yes,
2014-09-24,40,Female,Australia,Not applicable,No,Yes,No,Never,6-25,Yes,Yes,Yes,No,No,Yes,Yes,Don't know,Yes,Yes,No,No,No,No,Yes,No,
2014-12-07,55,Male,India,Not applicable,No,Yes,Yes,Rarely,100-500,Yes,No,Yes,Yes,No,No,No,Somewhat difficult,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,
2014-10-09,40,Female,Germany,Not applicable,No,No,No,Sometimes,500-1000,Yes,Yes,No,Yes,No,No,No,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No,
2014-03-04,50,Female,Australia,Not applicable,No,Yes,No,Often,1000+,Yes,Yes,No,Don't know,No,Don't know,Don't know,Somewhat difficult,No,Don't know,Yes,Yes,No,Yes,Yes,Yes,
2014-08-05,45,Male,United Kingdom,Not applicable,Yes,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Don't know,No,No,No,Somewhat easy,Don't know,No,Yes,No,No,Yes,Yes,Yes,
2014-12-08,55,Male,India,Not applicable,Yes,No,Yes,Sometimes,100-500,No,No,No,Yes,Don't know,Yes,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,Yes,No,
2014-11-11,30,Female,Other,Not applicable,No,No,No,Never,1000+,Yes,Yes,Yes,Yes,Yes,No,No,Don't know,Yes,No,No,Some of them,Maybe,No,Yes,Yes,
2014-10-10,21,Male,United States,Florida,No,No,No,Often,26-100,Yes,Yes,Don't know,No,No,Yes,Yes,Very difficult,No,Don't know,No,No,No,Yes,No,No,
2014-06-26,45,Female,India,Not applicable,No,Yes,No,Sometimes,6-25,No,Yes,Yes,No,Yes,No,No,Somewhat easy,Don't know,Yes,Yes,Yes,No,No,Yes,No,
2014-04-08,40,Male,Canada,Not applicable,No,No,No,Sometimes,26-100,Yes,Yes,No,Yes,No,Don't know,Yes,Somewhat easy,No,No,No,No,Yes,No,Don't know,No,
2014-04-15,18,Male,India,Not applicable,No,No,No,Sometimes,1000+,No,Yes,Don't know,Don't know,No,No,Yes,Very easy,Yes,Don't know,No,No,No,Yes,No,Don't know,
2014-04-09,65,Male,Australia,Not applicable,Yes,No,No,Rarely,6-25,Yes,Yes,Don't know,No,Yes,No,No,Somewhat easy,Don't know,Yes,Yes,No,No,No,No,Yes,
2014-11-07,55,Prefer not to say,United States,Illinois,No,No,No,Sometimes,26-100,No,Yes,Yes,No,Yes,Yes,Don't know,Very easy,Don't know,No,Some of them,Some of them,Maybe,Yes,No,Yes,
2014-01-06,55,Male,Germany,Not applicable,Yes,No,No,Often,100-500,No,Yes,Yes,No,Yes,No,No,Somewhat difficult,Yes,Yes,No,Yes,No,No,No,No,
2014-07-16,21,Female,United States,California,Yes,Yes,Yes,Never,1000+,Yes,Yes,No,Don't know,No,Don't know,Don't know,Somewhat difficult,Don't know,Don't know,Yes,Some of them,No,No,No,No,
2014-12-17,25,Male,India,Not applicable,Yes,Yes,No,Sometimes,1000+,No,Yes,Yes,No,No,Yes,Yes,Very difficult,No,Don't know,Some of them,Yes,Yes,Yes,Yes,Yes,
2014-05-13,35,Female,Canada,Not applicable,No,No,Yes,Often,100-500,No,Yes,Don't know,Yes,Don't know,Yes,Don't know,Very easy,Yes,No,Some of them,Some of them,No,No,Don't know,No,
2014-12-24,35,Female,Australia,Not applicable,Yes,Yes,No,Rarely,1000+,No,Yes,No,Yes,No,No,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,No,No,Yes,
2014-09-16,18,Male,United States,Massachusetts,Yes,No,No,Often,6-25,Yes,Yes,No,No,Yes,No,Yes,Somewhat easy,Don't know,No,No,No,No,Yes,Yes,Yes,
2014-01-23,50,Male,Germany,Not applicable,No,No,Yes,Often,6-25,Yes,Yes,Yes,Yes,Don't know,No,Yes,Very easy,No,Yes,No,No,Yes,No,No,Yes,
2014-02-22,50,Female,United States,Washington,No,Yes,Yes,Sometimes,1000+,No,No,No,No,No,Don't know,Yes,Somewhat easy,Yes,Don't know,Yes,Yes,No,No,No,Yes,
2014-06-14,30,Male,France,Not applicable,No,Yes,No,Rarely,100-500,No,Yes,No,Don't know,No,Yes,No,Somewhat easy,Don't know,Don't know,No,Yes,No,No,Yes,Yes,
